"filename", "language", "XML", "C#", "Markdown", "HTTP", "JSON", "comment", "blank", "total"
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Application/Common/Interfaces/ICurrentUserService.cs", "C#", 0, 5, 0, 0, 0, 0, 3, 8
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Application/Common/Interfaces/IIdentityService.cs", "C#", 0, 10, 0, 0, 0, 0, 8, 18
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Application/Common/Interfaces/IOpenAIService.cs", "C#", 0, 6, 0, 0, 0, 0, 4, 10
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Application/Common/Models/ConversationDTO.cs", "C#", 0, 22, 0, 0, 0, 0, 6, 28
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Application/Common/Models/Result.cs", "C#", 0, 19, 0, 0, 0, 0, 7, 26
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Application/Common/Security/AuthorizeAttribute.cs", "C#", 0, 8, 0, 0, 0, 12, 5, 25
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Application/DependencyInjection.cs", "C#", 0, 20, 0, 0, 0, 0, 6, 26
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Application/MagellanGPT.Application.csproj", "XML", 55, 0, 0, 0, 0, 0, 3, 58
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Application/RAGUseCases/Commands/MemorizePDfFilesHandler.cs", "C#", 0, 14, 0, 0, 0, 0, 6, 20
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Domain/Common/BaseEntity.cs", "C#", 0, 21, 0, 0, 0, 0, 9, 30
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Domain/Common/BaseEvent.cs", "C#", 0, 5, 0, 0, 0, 0, 2, 7
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Domain/GlobalUsings.cs", "C#", 0, 1, 0, 0, 0, 3, 1, 5
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Domain/MagellanGPT.Domain.csproj", "XML", 31, 0, 0, 0, 0, 0, 3, 34
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Infrastructure/DependencyInjection.cs", "C#", 0, 26, 0, 0, 0, 1, 9, 36
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Infrastructure/Identity/ApplicationUser.cs", "C#", 0, 5, 0, 0, 0, 0, 4, 9
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Infrastructure/Identity/IdentityResultExtensions.cs", "C#", 0, 12, 0, 0, 0, 0, 4, 16
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Infrastructure/Identity/IdentityService.cs", "C#", 0, 66, 0, 0, 0, 1, 24, 91
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Infrastructure/MagellanGPT.Infrastructure.csproj", "XML", 38, 0, 0, 0, 0, 0, 3, 41
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Infrastructure/OpenAI/OpenAIService.cs", "C#", 0, 41, 0, 0, 0, 1, 7, 49
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Infrastructure/Persistence/ApplicationDbContext.cs", "C#", 0, 19, 0, 0, 0, 4, 8, 31
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Infrastructure/Persistence/ApplicationDbContextInitialiser.cs", "C#", 0, 75, 0, 0, 0, 4, 14, 93
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Infrastructure/Persistence/Configurations/ConversationConfiguration.cs", "C#", 0, 14, 0, 0, 0, 0, 5, 19
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Shared/Constants/ConfigurationConst.cs", "C#", 0, 9, 0, 0, 0, 0, 3, 12
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Shared/Constants/CosmosDbConst.cs", "C#", 0, 6, 0, 0, 0, 0, 2, 8
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/src/MagellanGPT.Shared/MagellanGPT.Shared.csproj", "XML", 13, 0, 0, 0, 0, 0, 3, 16
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/tests/MagellanGPT.UnitTests/ChatBotUseCases.cs", "C#", 0, 13, 0, 0, 0, 0, 3, 16
"/Users/twentycent/Desktop/Diiage/DIIAGE-3/P3/MagellanGPT/tests/MagellanGPT.UnitTests/MagellanGPT.UnitTests.csproj", "XML", 29, 0, 0, 0, 0, 0, 6, 35
"Total", "-", 386, 812, 29, 3, 67, 71, 313, 1681
